Probe_Id,chr,bp_start
ILMN_1735192,2,3632995
ILMN_1857562,,
ILMN_1815548,11,5467271
ILMN_1883202,,
ILMN_1809141,12,6630057
ILMN_1852964,,
ILMN_1736101,1,53744865
ILMN_1840415,,
ILMN_1839994,,
ILMN_1688022,20,23804797
ILMN_1692916,1,242305244
ILMN_1869269,,
ILMN_1874974,,
ILMN_1743299,8,73382108
ILMN_1869432,8,73379145
ILMN_1806657,16,74314198
ILMN_1717295,6,169931101
ILMN_1723536,1,77952915
ILMN_1678862,10,75205627
ILMN_1725438,21,36771599
ILMN_1886036,,
ILMN_1858310,,
ILMN_1755077,6,138775797
ILMN_1779530,13,21125525
ILMN_1903704,,
ILMN_1669972,11,17355122
ILMN_1892835,,
ILMN_1880493,,
ILMN_1725518,19,10065029
ILMN_1882630,,
ILMN_1715747,,
ILMN_1775627,19,63143054
ILMN_1707578,,
ILMN_1787260,1,123959873
ILMN_1687752,,
ILMN_1867234,,
ILMN_1863268,,
ILMN_1821842,,
ILMN_1853834,,
ILMN_1765954,9,68608961
ILMN_1876404,,
ILMN_1914965,,
ILMN_1749014,17,37277254
ILMN_1762337,7,20147187
ILMN_1667322,19,57066814
ILMN_1727045,2,33642941
ILMN_1908678,,
ILMN_1792385,2,19855147
ILMN_1847348,,
ILMN_1677197,17,34258610
ILMN_1659206,17,34306937
ILMN_1697512,20,34094878
ILMN_1852743,,
ILMN_1758213,10,113900119
ILMN_1671885,12,6727701
ILMN_1906148,,
ILMN_1761519,11,10775624
ILMN_1878718,,
ILMN_1771012,18,59898416
ILMN_1812805,,
ILMN_1883161,,
ILMN_1718907,18,69686131
ILMN_1843266,,
ILMN_1900158,,
ILMN_1896088,,
ILMN_1746393,3,12549607
ILMN_1725072,19,29477868
ILMN_1791297,8,12561283
ILMN_1692335,12,93715424
ILMN_1821358,,
ILMN_1847574,,
ILMN_1685104,9,81302374
ILMN_1668709,,
ILMN_1886961,,
ILMN_1688127,12,97509068
ILMN_1728193,,
ILMN_1787461,1,23479058
ILMN_1799710,4,7094099
ILMN_1853880,,
ILMN_1759297,22,14700514
ILMN_1660611,22,14686438
ILMN_1761016,5,79653026
ILMN_1850685,,
ILMN_1740402,1,119724719
ILMN_1729733,17,58869211
ILMN_1896156,,
ILMN_1805979,X,142447866
ILMN_1896197,,
ILMN_1894306,,
ILMN_1763500,X,39317803
ILMN_1655595,2,224548185
ILMN_1797897,,
ILMN_1742846,9,63053346
ILMN_1856081,,
ILMN_1661106,,
ILMN_1653834,16,42356029
ILMN_1772690,16,42380917
ILMN_1677953,16,42381583
ILMN_1825904,,
ILMN_1866929,,
ILMN_1656017,7,129182863
ILMN_1665403,1,20556803
ILMN_1915599,,
ILMN_1702618,7,94486581
ILMN_1676066,7,94494827
ILMN_1704730,20,23008359
ILMN_1849035,,
ILMN_1889889,,
ILMN_1775935,15,21530343
ILMN_1797827,1,173323521
ILMN_1829050,,
ILMN_1885379,,
ILMN_1692742,8,142274765
ILMN_1679922,5,78616117
ILMN_1900265,,
ILMN_1904240,,
ILMN_1820284,,
ILMN_1682113,8,91706908
ILMN_1706832,16,10629145
ILMN_1712231,2,208188
ILMN_1693664,1,46427024
ILMN_1853467,,
ILMN_1875833,,
ILMN_1663160,20,25603023
ILMN_1911142,,
ILMN_1672738,10,98487297
ILMN_1653410,3,186477202
ILMN_1871708,,
ILMN_1893925,,
ILMN_1729691,17,61650523
ILMN_1651380,21,36450735
ILMN_1816534,,
ILMN_1773125,10,97616172
ILMN_1718331,8,84262964
ILMN_1735472,8,86149976
ILMN_1772809,17,38090528
ILMN_1665632,6,31241923
ILMN_1659437,17,6440927
ILMN_1909664,,
ILMN_1794271,,
ILMN_1772603,17,41034782
ILMN_1707887,17,41034986
ILMN_1907685,,
ILMN_1671226,9,3367
ILMN_1705605,9,4234
ILMN_1790759,7,45743032
ILMN_1682095,1,182166046
ILMN_1711359,16,53793034
ILMN_1841757,,
ILMN_1883408,,
ILMN_1821992,,
ILMN_1704070,1,85514997
ILMN_1676874,1,85505332
ILMN_1910691,,
ILMN_1840580,,
ILMN_1806002,19,50877422
ILMN_1795843,6,70978347
ILMN_1717403,9,35651560
ILMN_1667405,9,35652611
ILMN_1714851,,
ILMN_1670000,1,139282355
ILMN_1660125,10,7122419
ILMN_1691361,,
ILMN_1743932,11,56509670
ILMN_1872394,,
ILMN_1868547,,
ILMN_1765132,15,40244883
ILMN_1703335,15,40256913
ILMN_1886859,,
ILMN_1689718,3,9894139
ILMN_1689083,5,68918061
ILMN_1889870,,
ILMN_1785302,2,79216508
ILMN_1755910,,
ILMN_1661255,,
ILMN_1786163,,
ILMN_1698120,4,90247022
ILMN_1814579,,
ILMN_1711792,5,53519416
ILMN_1689244,,
ILMN_1774091,18,51925798
ILMN_1871883,,
ILMN_1663575,7,22498733
ILMN_1898456,,
ILMN_1797852,2,238706433
ILMN_1750145,7,71043114
ILMN_1658290,16,8643854
ILMN_1741729,X,140505329
ILMN_1745906,11,63728395
ILMN_1651642,7,99127478
ILMN_1909929,,
ILMN_1794968,15,76055917
ILMN_1898149,,
ILMN_1863695,,
ILMN_1775235,2,93929046
ILMN_1677951,2,94394562
ILMN_1847281,,
ILMN_1864094,,
ILMN_1793636,11,133750871
ILMN_1671125,,
ILMN_1837200,,
ILMN_1747850,7,128301421
ILMN_1876463,,
ILMN_1707810,19,63596322
ILMN_1820553,,
ILMN_1892031,,
ILMN_1657497,6,24652403
ILMN_1671970,,
ILMN_1662097,X,108080902
ILMN_1909685,,
ILMN_1722811,12,12765845
ILMN_1699059,,
ILMN_1765607,16,41624799
ILMN_1726250,19,16864931
ILMN_1739942,2,203342628
ILMN_1783285,1,41250525
ILMN_1806040,18,663033
ILMN_1722450,7,74373081
ILMN_1743456,16,85997717
ILMN_1802963,1,207413052
ILMN_1731692,1,207413051
ILMN_1780831,12,152108
ILMN_1704611,,
ILMN_1684417,6,167690996
ILMN_1703545,17,59340962
ILMN_1680436,17,59341967
ILMN_1860032,,
ILMN_1826571,13,20175021
ILMN_1695404,8,139357046
ILMN_1658310,3,193265115
ILMN_1665996,12,120977225
ILMN_1713749,16,30107267
ILMN_1752697,,
ILMN_1909568,,
ILMN_1818856,,
ILMN_1679290,15,18644312
ILMN_1818101,,
ILMN_1783756,11,62517072
ILMN_1915005,,
ILMN_1712596,3,132565798
ILMN_1773307,4,85369253
ILMN_1687362,19,52196893
ILMN_1658145,19,52195890
ILMN_1696845,19,52195641
ILMN_1685398,11,63808680
ILMN_1738652,11,63794211
ILMN_1902976,,
ILMN_1911381,,
ILMN_1910204,,
ILMN_1670959,19,46916801
ILMN_1706013,8,82596391
ILMN_1711606,11,63845084
ILMN_1766120,,
ILMN_1714444,13,73158758
ILMN_1762801,13,73285386
ILMN_1798346,18,56683656
ILMN_1845688,,
ILMN_1819785,,
ILMN_1676660,2,84664697
ILMN_1745884,7,140759064
ILMN_1668649,17,45961461
ILMN_1704154,13,5060953
ILMN_1893509,,
ILMN_1760802,11,90292346
ILMN_1658636,11,90216271
ILMN_1737005,19,48929362
ILMN_1898323,,
ILMN_1660472,,
ILMN_1879305,,
ILMN_1785290,18,64227805
ILMN_1679279,1,109825932
ILMN_1848127,,
ILMN_1892585,,
ILMN_1708182,8,98774145
ILMN_1900077,,
ILMN_1899856,,
ILMN_1715684,1,180463849
ILMN_1680054,1,180501006
ILMN_1745788,3,39280494
ILMN_1663397,7,44299957
ILMN_1694997,7,44298511
ILMN_1887486,,
ILMN_1892997,,
ILMN_1904687,,
ILMN_1848226,,
ILMN_1860278,,
ILMN_1658427,2,130630771
ILMN_1803402,17,17426325
ILMN_1803703,3,16318153
ILMN_1825563,,
ILMN_1755789,22,25132308
ILMN_1810254,22,25155404
ILMN_1903887,,
ILMN_1692276,1,205954927
ILMN_1819688,,
ILMN_1774415,2,90812078
ILMN_1687140,2,90835796
ILMN_1873599,,
ILMN_1890829,,
ILMN_1916839,,
ILMN_1772946,14,11480986
ILMN_1807424,13,38048811
ILMN_1793239,10,82401700
ILMN_1780041,11,48303407
ILMN_1775728,8,41238925
ILMN_1712903,1,146074177
ILMN_1783847,5,136163847
ILMN_1864185,,
ILMN_1889864,,
ILMN_1748007,22,27872699
ILMN_1827357,,
ILMN_1677559,1,20575894
ILMN_1778087,10,47232690
ILMN_1780649,1,124107690
ILMN_1856044,,
ILMN_1894055,,
ILMN_1713107,,
ILMN_1689624,3,95039552
ILMN_1705004,2,109986260
ILMN_1912416,,
ILMN_1877039,,
ILMN_1757437,3,125945862
ILMN_1759700,X,64209465
ILMN_1676288,17,38984110
ILMN_1876898,,
ILMN_1829840,,
ILMN_1693090,7,86360236
ILMN_1654899,X,119922041
ILMN_1666350,19,46043042
ILMN_1848251,,
ILMN_1815552,16,15039977
ILMN_1901851,,
ILMN_1753607,2,68256487
ILMN_1751143,7,86157445
ILMN_1801869,2,190048361
ILMN_1774334,5,175749204
ILMN_1774410,2,198073154
ILMN_1686995,,
ILMN_1748992,1,199373071
ILMN_1658369,4,100245814
ILMN_1758918,6,33056979
ILMN_1805410,15,22549268
ILMN_1654696,15,22546998
ILMN_1820803,,
ILMN_1693655,3,101387356
ILMN_1682332,2,127170296
ILMN_1668039,2,127170471
ILMN_1895157,,
ILMN_1825842,,
ILMN_1726842,1,75003783
ILMN_1703511,,
ILMN_1742949,,
ILMN_1699552,,
ILMN_1887294,,
ILMN_1858154,,
ILMN_1885058,,
ILMN_1910351,,
ILMN_1704842,7,12777696
ILMN_1743241,7,12781338
ILMN_1753663,7,12779121
ILMN_1657729,19,24104004
ILMN_1690487,8,16416084
ILMN_1822571,,
ILMN_1858544,,
ILMN_1807759,12,11074902
ILMN_1784785,2,232381469
ILMN_1681069,,
ILMN_1802542,,
ILMN_1667650,2,150735900
ILMN_1692628,,
ILMN_1842098,,
ILMN_1653428,5,142862254
ILMN_1684038,12,119717720
ILMN_1723058,12,119792997
ILMN_1664216,3,23908914
ILMN_1705297,1,174302129
ILMN_1800243,Y,18647061
ILMN_1663052,2,132440720
ILMN_1778536,3,113672763
ILMN_1827891,,
ILMN_1759628,,
ILMN_1783304,,
ILMN_1906437,,
ILMN_1782983,,
ILMN_1751656,,
ILMN_1673207,,
ILMN_1677353,,
ILMN_1865605,,
ILMN_1652631,9,36153798
ILMN_1822401,,
ILMN_1843082,,
ILMN_1748767,,
ILMN_1831086,,
ILMN_1681829,19,63180378
ILMN_1772957,22,35214981
ILMN_1739586,2,36633059
ILMN_1710571,16,36151108
ILMN_1825796,,
ILMN_1667050,X,106780490
ILMN_1874037,,
ILMN_1870248,,
ILMN_1898476,,
ILMN_1833381,,
ILMN_1706708,8,140201539
ILMN_1742224,15,35994382
ILMN_1718815,15,36015116
ILMN_1716246,2,183407127
ILMN_1776263,5,72506140
ILMN_1770084,8,37245728
ILMN_1801491,5,144514744
ILMN_1707318,9,139778319
ILMN_1830721,,
ILMN_1880308,,
ILMN_1905859,,
ILMN_1746857,5,7353046
ILMN_1651712,21,970352
ILMN_1856666,,
ILMN_1800354,20,23562554
ILMN_1855615,,
ILMN_1891604,,
ILMN_1911927,,
ILMN_1891927,,
ILMN_1654154,2,198378070
ILMN_1740512,,
ILMN_1873068,,
ILMN_1655892,X,134883645
ILMN_1776216,X,134872039
ILMN_1715569,12,99466591
ILMN_1660223,12,12689183
ILMN_1735918,7,2244180
ILMN_1787731,19,56013211
ILMN_1905807,,
ILMN_1819490,,
ILMN_1709795,22,20586476
ILMN_1771637,2,27346347
ILMN_1860707,,
ILMN_1751627,1,34719187
ILMN_1739570,,
ILMN_1849527,,
ILMN_1775293,5,14850659
ILMN_1802642,17,50382447
ILMN_1903537,,
ILMN_1678629,1,62693692
ILMN_1690941,,
ILMN_1706967,12,52196071
ILMN_1757660,19,5866751
ILMN_1721868,17,63469563
ILMN_1708160,17,63473387
ILMN_1721526,X,106070722
ILMN_1657222,,
ILMN_1678150,14,1230270
ILMN_1745617,18,14978056
ILMN_1671046,11,107708558
ILMN_1748189,19,12797341
ILMN_1661357,19,10188996
ILMN_1915971,,
ILMN_1911930,,
ILMN_1686668,5,74071628
ILMN_1855781,,
ILMN_1886778,,
ILMN_1913051,,
ILMN_1762155,,
ILMN_1797964,2,145502692
ILMN_1903621,,
ILMN_1908242,,
ILMN_1857244,,
ILMN_1822542,,
ILMN_1653310,19,60844297
ILMN_1784764,16,11926631
ILMN_1677608,12,53707175
ILMN_1904600,,
ILMN_1895406,,
ILMN_1908201,,
ILMN_1894610,,
ILMN_1777633,11,107081356
ILMN_1736563,1,159843210
ILMN_1681454,8,51010050
ILMN_1734201,,
ILMN_1863196,,
ILMN_1655557,13,50837597
ILMN_1817908,,
ILMN_1740716,13,78794551
ILMN_1697086,6,167691767
ILMN_1892574,,
ILMN_1811427,6,117060119
ILMN_1704512,15,20910165
ILMN_1753243,3,187786101
ILMN_1866477,,
ILMN_1737015,X,108419057
ILMN_1706262,16,698937
ILMN_1793201,16,701118
ILMN_1885492,,
ILMN_1707942,7,61804806
ILMN_1915661,,
ILMN_1821606,,
ILMN_1858833,,
ILMN_1827185,,
ILMN_1747423,X,149149959
ILMN_1690484,7,36402481
ILMN_1900810,,
ILMN_1660477,,
ILMN_1652928,7,101875595
ILMN_1833629,,
ILMN_1874720,,
ILMN_1703565,19,52951763
ILMN_1680662,1,100322158
ILMN_1687940,6,108988817
ILMN_1723235,19,5736511
ILMN_1700657,14,78503328
ILMN_1720935,14,79400196
ILMN_1843376,,
ILMN_1715045,,
ILMN_1803143,11,64651487
ILMN_1770149,6,151603202
ILMN_1795672,12,10926562
ILMN_1847434,,
ILMN_1900982,,
ILMN_1693843,4,181695150
ILMN_1693882,4,15512666
ILMN_1838840,,
ILMN_1680770,X,53645551
ILMN_1720536,9,69885900
ILMN_1861479,,
ILMN_1886677,,
ILMN_1669532,8,7083438
ILMN_1673620,1,215701518
ILMN_1912740,,
ILMN_1811775,19,17915486
ILMN_1697550,2,54196242
ILMN_1749032,11,46299177
ILMN_1753929,8,125127620
ILMN_1725427,15,21831506
ILMN_1697691,7,95949592
ILMN_1749118,10,5530852
ILMN_1902741,,
ILMN_1885986,,
ILMN_1689237,6,102988279
ILMN_1702107,6,103027058
ILMN_1901247,,
ILMN_1877536,,
ILMN_1728132,12,21679804
ILMN_1761445,11,74630684
ILMN_1841133,,
ILMN_1848337,,
ILMN_1862306,,
ILMN_1684494,,
ILMN_1830929,,
ILMN_1913992,,
ILMN_1714286,,
ILMN_1672044,,
ILMN_1913115,,
ILMN_1838065,,
ILMN_1793278,11,123318832
ILMN_1874773,,
ILMN_1849661,,
ILMN_1652409,14,87974395
ILMN_1662463,8,146034356
ILMN_1684584,,
ILMN_1785955,2,200504836
ILMN_1805636,17,33621441
ILMN_1886817,,
ILMN_1890356,,
ILMN_1855421,,
ILMN_1669805,1,60229061
ILMN_1905845,,
ILMN_1672043,1,220904639
ILMN_1768818,17,43269334
ILMN_1865395,,
ILMN_1680955,20,51729455
ILMN_1668377,12,17343774
ILMN_1854507,,
ILMN_1720523,10,5946256
ILMN_1665682,10,5921593
ILMN_1730728,6,27987264
ILMN_1721081,7,21604914
ILMN_1733783,,
ILMN_1751214,7,38307726
ILMN_1797717,7,122542832
ILMN_1912947,,
ILMN_1794319,20,29632498
ILMN_1804569,11,22790999
ILMN_1668971,6,29339665
ILMN_1688404,1,34005918
ILMN_1894388,,
ILMN_1729962,11,30843148
ILMN_1727984,X,154341257
ILMN_1722316,,
ILMN_1855839,,
ILMN_1911501,,
ILMN_1746515,10,98088214
ILMN_1809488,11,70977503
ILMN_1685079,16,1485977
ILMN_1813304,9,68761420
ILMN_1818561,,
ILMN_1725773,10,63570652
ILMN_1761996,14,69307877
ILMN_1651849,19,14924851
ILMN_1714014,4,189556975
ILMN_1652223,7,134520898
ILMN_1823575,,
ILMN_1841219,,
ILMN_1777337,10,102714576
ILMN_1700540,11,5431939
ILMN_1772786,20,16201565
ILMN_1677797,,
ILMN_1836570,,
ILMN_1722905,15,65133357
ILMN_1743086,17,44341129
ILMN_1692168,17,44361031
ILMN_1813073,17,44361135
ILMN_1682577,1,93071130
ILMN_1674768,22,20158944
ILMN_1776709,15,28642671
ILMN_1729686,9,137108933
ILMN_1757361,22,20233671
ILMN_1760020,,
ILMN_1664926,22,35572625
ILMN_1737373,14,342184
ILMN_1823855,,
ILMN_1656868,16,21321256
ILMN_1659692,16,21339324
ILMN_1652982,16,21340707
ILMN_1706886,12,120983966
ILMN_1692790,1,63685083
ILMN_1815908,4,145011980
ILMN_1905244,,
ILMN_1653724,,
ILMN_1653622,,
ILMN_1908842,,
ILMN_1724508,,
ILMN_1870145,,
ILMN_1669842,19,4394296
ILMN_1693727,18,55828364
ILMN_1783905,X,104126886
ILMN_1690304,18,14175083
ILMN_1905924,,
ILMN_1780306,14,52582947
ILMN_1684298,10,120714934
ILMN_1881749,,
ILMN_1718094,,
ILMN_1908746,,
ILMN_1842559,,
ILMN_1830842,,
ILMN_1904238,,
ILMN_1755016,12,56305484
ILMN_1747213,12,56305867
ILMN_1699358,7,2818821
ILMN_1692191,7,2818620
ILMN_1763520,19,53747339
ILMN_1653529,9,72665025
ILMN_1908807,,
ILMN_1878763,,
ILMN_1849699,,
ILMN_1885596,,
ILMN_1685465,,
ILMN_1728115,,
ILMN_1791002,5,36207525
ILMN_1801391,5,36217835
ILMN_1769083,6,52878567
ILMN_1827492,,
ILMN_1733191,8,130433406
ILMN_1916910,,
ILMN_1656826,4,165769764
ILMN_1824797,,
ILMN_1662379,19,11349696
ILMN_1781623,3,51713207
ILMN_1788988,8,42813627
ILMN_1757272,8,42811416
ILMN_1782705,X,49103601
ILMN_1738450,X,49103603
ILMN_1888930,,
ILMN_1891511,,
ILMN_1751086,11,63153293
ILMN_1846507,,
ILMN_1876445,,
ILMN_1776788,5,167657899
ILMN_1872954,,
ILMN_1659082,12,40992315
ILMN_1683923,16,55262407
ILMN_1840106,,
ILMN_1770824,X,152826127
ILMN_1890134,,
ILMN_1818825,,
ILMN_1674402,8,133791561
ILMN_1663754,19,12321324
ILMN_1808849,12,51911239
ILMN_1865043,,
ILMN_1669565,2,201850000
ILMN_1900607,,
ILMN_1658285,6,
ILMN_1833772,,
ILMN_1915858,,
ILMN_1839758,,
ILMN_1868502,,
ILMN_1657064,6,167596494
ILMN_1749368,6,27885937
ILMN_1789682,,
ILMN_1859191,,
ILMN_1753393,14,1037070
ILMN_1696279,6,98276439
ILMN_1810053,12,58460923
ILMN_1813392,3,194354280
ILMN_1752455,8,23815456
ILMN_1794040,9,5458025
ILMN_1791819,20,43574636
ILMN_1725241,7,142368093
ILMN_1714349,15,46397100
ILMN_1904324,,
ILMN_1750601,,
ILMN_1670870,3,106778084
ILMN_1758250,12,111075484
ILMN_1893447,,
ILMN_1724658,10,127330499
ILMN_1914288,,
ILMN_1658983,4,71200438
ILMN_1789134,11,70851576
ILMN_1837513,,
ILMN_1757387,4,40592026
ILMN_1863684,,
ILMN_1660700,14,19973507
ILMN_1792317,12,20796677
ILMN_1910317,,
ILMN_1902146,,
ILMN_1894928,,
ILMN_1661376,6,99960460
ILMN_1848905,,
ILMN_1909753,,
ILMN_1746858,Y,10200984
ILMN_1895863,,
ILMN_1723213,15,99276357
ILMN_1879449,,
ILMN_1760563,6,31713066
ILMN_1776887,17,27441852
ILMN_1723467,10,33229489
ILMN_1708660,4,180320177
ILMN_1807371,17,17337118
ILMN_1651776,16,53136680
ILMN_1788213,10,99082433
ILMN_1845795,,
ILMN_1847438,,
ILMN_1786382,21,35496
ILMN_1756407,21,38237
ILMN_1754544,20,60146736
ILMN_1862102,,
ILMN_1914259,,
ILMN_1693207,19,60017428
ILMN_1772132,12,55318336
ILMN_1794825,17,19520958
ILMN_1891843,,
ILMN_1731506,14,17260116
ILMN_1669418,,
ILMN_1815581,11,2900362
ILMN_1861520,,
ILMN_1815658,,
ILMN_1846766,,
ILMN_1674758,7,147762676
ILMN_1689779,5,86654964
ILMN_1822431,,
ILMN_1693580,17,131018
ILMN_1843863,,
ILMN_1660840,1,215254999
ILMN_1788793,X,53364153
ILMN_1847478,,
ILMN_1881413,,
ILMN_1752028,,
ILMN_1660247,8,11938568
ILMN_1906423,,
ILMN_1775183,17,73209244
ILMN_1663716,10,79822391
ILMN_1801303,1,102222011
ILMN_1719031,1,102215839
ILMN_1751102,1,102218542
ILMN_1843728,,
ILMN_1869328,,
ILMN_1849484,,
ILMN_1868676,,
ILMN_1773154,14,15984931
ILMN_1842742,,
ILMN_1896018,,
ILMN_1711091,13,44045322
ILMN_1791302,X,41736958
ILMN_1811597,X,24486215
ILMN_1686416,3,14558516
ILMN_1693827,3,14538158
ILMN_1698745,3,152126968
ILMN_1902925,,
ILMN_1903014,,
ILMN_1903148,,
ILMN_1658375,21,30043194
ILMN_1781774,2,132274992
ILMN_1877669,,
ILMN_1690473,19,44090112
ILMN_1674152,19,44087501
ILMN_1680180,7,2388228
ILMN_1898256,,
ILMN_1730516,11,96801338
ILMN_1905477,,
ILMN_1730097,,
ILMN_1879853,,
ILMN_1807833,20,26914623
ILMN_1687833,20,26944390
ILMN_1819042,,
ILMN_1881378,,
ILMN_1847948,,
ILMN_1727927,X,119892650
ILMN_1836339,,
ILMN_1742260,2,182495136
ILMN_1770732,17,17091051
ILMN_1851657,,
ILMN_1727522,3,95444948
ILMN_1818872,,
ILMN_1891004,,
ILMN_1900162,,
ILMN_1770548,3,33518197
ILMN_1712806,7,100591032
ILMN_1751345,7,100586621
ILMN_1900759,,
ILMN_1916769,,
ILMN_1911303,,
ILMN_1690863,19,61781709
ILMN_1784977,19,3441959
ILMN_1818177,,
ILMN_1775566,1,116743578
ILMN_1842415,,
ILMN_1879599,,
ILMN_1739256,15,17603903
ILMN_1776524,1,147942760
ILMN_1763882,1,147943272
ILMN_1803018,8,
ILMN_1895917,,
ILMN_1857081,,
ILMN_1751452,5,136679569
ILMN_1791113,,
ILMN_1747824,19,20925263
ILMN_1763891,19,60722116
ILMN_1665572,7,120215537
ILMN_1720322,11,108022771
ILMN_1715879,22,9942926
ILMN_1848475,,
ILMN_1774127,3,36564237
ILMN_1819112,,
ILMN_1742097,X,48044052
ILMN_1671316,20,10566418
ILMN_1830339,,
ILMN_1746020,1,175684327
ILMN_1869565,,
ILMN_1797116,X,119024261
ILMN_1741188,16,56402194
ILMN_1911126,,
ILMN_1907391,,
ILMN_1809400,8,126172939
ILMN_1767090,17,10103870
ILMN_1863075,,
ILMN_1737800,10,120918005
ILMN_1816599,,
ILMN_1782679,5,422880
ILMN_1886850,,
ILMN_1913826,,
ILMN_1655572,,
ILMN_1740248,1,2234388
ILMN_1832692,,
ILMN_1838395,,
ILMN_1777161,14,64804300
ILMN_1912121,,
ILMN_1741518,,
ILMN_1900861,,
ILMN_1855384,,
ILMN_1784685,10,38640653
ILMN_1743966,11,114707005
ILMN_1752843,6,34097832
ILMN_1840676,,
ILMN_1745860,7,141050871
ILMN_1665960,16,30113646
ILMN_1755704,12,11352431
ILMN_1713602,6,29383138
ILMN_1859432,,
ILMN_1726924,19,53571336
ILMN_1846783,,
ILMN_1876784,,
ILMN_1856907,,
ILMN_1660299,,
ILMN_1829464,,
ILMN_1830346,,
ILMN_1772979,3,192895827
ILMN_1669703,3,
ILMN_1915468,,
ILMN_1657632,1,35219996
ILMN_1686987,7,103595982
ILMN_1672350,21,12481451
ILMN_1905248,,
ILMN_1784655,17,23260462
ILMN_1703415,,
ILMN_1842306,,
ILMN_1800276,11,32083535
ILMN_1770765,16,2829781
ILMN_1804207,19,10231383
ILMN_1898213,,
ILMN_1699035,2,106414486
ILMN_1688075,14,56337412
ILMN_1721739,1,173558791
ILMN_1777424,X,49255329
ILMN_1808053,22,13734283
ILMN_1847019,,
ILMN_1767680,19,10894018
ILMN_1735906,1,219024608
ILMN_1853193,,
ILMN_1780465,7,140965592
ILMN_1744167,10,75231928
ILMN_1715603,12,55020146
ILMN_1735006,14,95821266
ILMN_1853908,,
ILMN_1723021,1,5429737
ILMN_1651944,,
ILMN_1907870,,
ILMN_1860546,,
ILMN_1830723,,
ILMN_1896730,,
ILMN_1766888,7,27337329
ILMN_1834638,,
ILMN_1793716,21,31406664
ILMN_1853151,,
ILMN_1740633,10,66350890
ILMN_1907958,,
ILMN_1681576,3,51872242
ILMN_1875832,,
ILMN_1695107,6,137363021
ILMN_1834848,,
ILMN_1742410,20,27098582
ILMN_1654118,20,27041166
ILMN_1788059,10,93030053
ILMN_1896247,,
ILMN_1817535,,
ILMN_1741684,11,6371028
ILMN_1829177,,
ILMN_1885003,,
ILMN_1901646,,
ILMN_1842318,,
ILMN_1883574,,
ILMN_1800659,1,63898163
ILMN_1729272,21,33349790
ILMN_1658494,13,22844288
ILMN_1799103,20,2390488
ILMN_1774661,20,2390366
ILMN_1683641,17,26401893
ILMN_1669494,6,95111171
ILMN_1900373,,
ILMN_1743532,17,2210779
ILMN_1860210,,
ILMN_1895316,,
ILMN_1697729,17,62796613
ILMN_1856869,,
ILMN_1684447,14,46379519
ILMN_1837232,,
ILMN_1755041,4,102093904
ILMN_1713458,16,144444
ILMN_1774839,12,112868062
ILMN_1678944,15,83592573
ILMN_1662065,2,68211333
ILMN_1783765,19,
ILMN_1869942,,
ILMN_1907563,,
ILMN_1784287,1,91920750
ILMN_1828337,,
ILMN_1691264,2,73781169
ILMN_1653198,1,117109266
ILMN_1881535,,
ILMN_1908015,,
ILMN_1899260,,
ILMN_1677962,14,66717934
ILMN_1908781,,
ILMN_1784395,13,50584103
ILMN_1843524,,
ILMN_1887370,,
ILMN_1667261,X,62206955
ILMN_1734810,X,62205072
ILMN_1883399,,
ILMN_1827533,,
ILMN_1849132,,
ILMN_1795976,10,104488609
ILMN_1804113,19,19169010
ILMN_1780987,19,19170482
ILMN_1856203,,
ILMN_1774250,20,28615727
ILMN_1687429,,
ILMN_1907854,,
ILMN_1689720,X,226289
ILMN_1712257,X,219373
ILMN_1869622,,
ILMN_1788223,6,156869200
ILMN_1792931,1,122510498
ILMN_1878779,,
ILMN_1802139,16,28310982
ILMN_1763654,1,168677594
ILMN_1838401,,
ILMN_1897230,,
ILMN_1853901,,
ILMN_1888997,,
ILMN_1738712,13,75878312
ILMN_1683162,3,100879648
ILMN_1684402,6,147748310
ILMN_1804804,14,55339788
ILMN_1862119,,
ILMN_1772239,15,76069449
ILMN_1896483,,
ILMN_1746375,11,11330127
ILMN_1805753,17,76554945
ILMN_1753973,10,128812770
ILMN_1815268,10,128825093
ILMN_1840948,,
ILMN_1797542,17,32888593
ILMN_1708152,22,15770423
ILMN_1901206,,
ILMN_1889961,,
ILMN_1731714,7,28915388
ILMN_1688573,7,28502439
ILMN_1745607,12,9000916
ILMN_1895158,,
ILMN_1839266,,
ILMN_1902885,,
ILMN_1870609,,
ILMN_1913223,,
ILMN_1858447,,
ILMN_1862996,,
ILMN_1778253,20,32708717
ILMN_1897980,,
ILMN_1898270,,
ILMN_1670503,,
ILMN_1738307,X,23603132
ILMN_1781222,,
ILMN_1820998,,
ILMN_1697845,20,2972279
ILMN_1676848,,
ILMN_1917316,,
ILMN_1819503,,
ILMN_1913897,,
ILMN_1661484,19,63716727
ILMN_1915974,,
ILMN_1909019,,
ILMN_1776994,12,24627231
ILMN_1735700,19,56196233
ILMN_1830117,,
ILMN_1651388,9,83865415
ILMN_1810582,,
ILMN_1899638,,
ILMN_1791095,14,93978754
ILMN_1786976,20,56375596
ILMN_1838237,,
ILMN_1674031,8,79647604
ILMN_1762262,8,79677680
ILMN_1684693,,
ILMN_1777680,2,111008622
ILMN_1789001,6,44330087
ILMN_1893511,,
ILMN_1712115,21,19572693
ILMN_1893798,,
ILMN_1749653,X,87895666
ILMN_1728403,21,32687800
ILMN_1851869,,
